Sat Mar 19 2016 23:42:32 GMT+0100 (CET),1458427352961,42.134
Sat Mar 19 2016 23:42:49 GMT+0100 (CET),1458427369072,43.134
Sat Mar 19 2016 23:44:38 GMT+0100 (CET),1458427478595,43.134
Sat Mar 19 2016 23:44:40 GMT+0100 (CET),1458427480256,43.134
Sat Mar 19 2016 23:55:45 GMT+0100 (CET),1458428145696,43.134
